x y V
3.606870 -13.087786 -0.061834
3.812977 -13.087786 -0.063836
4.019084 -13.087786 -0.065614
4.225191 -13.087786 -0.067169
4.431298 -13.087786 -0.068502
4.637405 -13.087786 -0.069617
4.843511 -13.087786 -0.070516
5.049618 -13.087786 -0.071206
5.255725 -13.087786 -0.071691
5.461832 -13.087786 -0.071977
5.667939 -13.087786 -0.072071
5.874046 -13.087786 -0.071981
6.080153 -13.087786 -0.071712
6.286260 -13.087786 -0.071274
6.492366 -13.087786 -0.070673
6.698473 -13.087786 -0.069918
6.904580 -13.087786 -0.069016
7.110687 -13.087786 -0.067975
7.316794 -13.087786 -0.066803
7.522901 -13.087786 -0.065508
7.729008 -13.087786 -0.064097
7.935115 -13.087786 -0.062578
8.141221 -13.087786 -0.060957
8.347328 -13.087786 -0.059241
8.553435 -13.087786 -0.057436
8.759542 -13.087786 -0.055550
8.965649 -13.087786 -0.053588
9.171756 -13.087786 -0.051555
9.377863 -13.087786 -0.049457
9.583969 -13.087786 -0.047299
9.790076 -13.087786 -0.045087
9.996183 -13.087786 -0.042824
10.202290 -13.087786 -0.040515
10.408397 -13.087786 -0.038163
10.614504 -13.087786 -0.035774
10.820611 -13.087786 -0.033350
11.026718 -13.087786 -0.030895
11.232824 -13.087786 -0.028412
11.438931 -13.087786 -0.025903
11.645038 -13.087786 -0.023373
11.851145 -13.087786 -0.020823
12.057252 -13.087786 -0.018256
12.263359 -13.087786 -0.015674
12.469466 -13.087786 -0.013080
12.675573 -13.087786 -0.010476
12.881679 -13.087786 -0.007864
13.087786 -13.087786 -0.005246
13.293893 -13.087786 -0.002624
13.500000 -13.087786 0.000000
-13.500000 -12.881679 0.000000
-13.293893 -12.881679 0.003877
-13.087786 -12.881679 0.007752
-12.881679 -12.881679 0.011622
-12.675573 -12.881679 0.015484
-12.469466 -12.881679 0.019335
-12.263359 -12.881679 0.023173
-12.057252 -12.881679 0.026995
-11.851145 -12.881679 0.030797
-11.645038 -12.881679 0.034577
-11.438931 -12.881679 0.038331
-11.232824 -12.881679 0.042055
-11.026718 -12.881679 0.045746
-10.820611 -12.881679 0.049400
-10.614504 -12.881679 0.053012
-10.408397 -12.881679 0.056577
-10.202290 -12.881679 0.060092
-9.996183 -12.881679 0.063549
-9.790076 -12.881679 0.066945
-9.583969 -12.881679 0.070272
-9.377863 -12.881679 0.073525
-9.171756 -12.881679 0.076696
-8.965649 -12.881679 0.079779
-8.759542 -12.881679 0.082765
-8.553435 -12.881679 0.085647
-8.347328 -12.881679 0.088417
-8.141221 -12.881679 0.091065
-7.935115 -12.881679 0.093582
-7.729008 -12.881679 0.095958
-7.522901 -12.881679 0.098184
-7.316794 -12.881679 0.100248
-7.110687 -12.881679 0.102139
-6.904580 -12.881679 0.103847
-6.698473 -12.881679 0.105361
-6.492366 -12.881679 0.106667
-6.286260 -12.881679 0.107755
-6.080153 -12.881679 0.108613
-5.874046 -12.881679 0.109229
-5.667939 -12.881679 0.109591
-5.461832 -12.881679 0.109688
-5.255725 -12.881679 0.109508
-5.049618 -12.881679 0.109041
-4.843511 -12.881679 0.108277
-4.637405 -12.881679 0.107207
-4.431298 -12.881679 0.105823
-4.225191 -12.881679 0.104116
-4.019084 -12.881679 0.102083
-3.812977 -12.881679 0.099717
-3.606870 -12.881679 0.097017
-3.400763 -12.881679 0.093980
